Year,Link,Abstract
2014,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925363761&partnerID=40&md5=3c5afa88b4e17ff3d0b526469ccead80","This document contains final regulations that provide guidance regarding the requirements for charitable hospital organizations added by the Patient Protection and Affordable Care Act of 2010. The regulations will affect charitable hospital organizations"
2014,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927968448&partnerID=40&md5=3634d52dd1d209ca164a830125ff31c4",[No abstract available]
2014,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927973155&partnerID=40&md5=0ffa82e5a20d92bde52a2f5ff2365a30",[No abstract available]
2014,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927969259&partnerID=40&md5=eb12fc4562f88009d9785ffd350f25c3",[No abstract available]
2014,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927963034&partnerID=40&md5=ecc69c687cb6f1cc43685524346a6404",[No abstract available]
2014,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927957394&partnerID=40&md5=ab193aa3195d6618105058e6dc4fc792",[No abstract available]
2015,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939968450&doi=10.1007%2fs10897-014-9799-z&partnerID=40&md5=e272668612e999727d097e305decbb11","The Western States Genetic Services Collaborative (WSGSC) recognized the need for clear and understandable information about the Affordable Care Act (ACA) for families throughout the life course. The genetic counselors working in the WSGSC developed, tested, and implemented a web resource (http://www.westernstatesgenetics.org/ACA_home.htm) to help families navigate information about the ACA tailored to their life situation. The training and experience of genetic counselors provide the skills needed to translate complicated information, like that of the ACA, into formats that the general public can comprehend. The website went public in October 2013, and it has been positively received. The development of this website is a good case study in how genetic counseling skills can be applied to public health education and improving health literacy. © 2014, National Society of Genetic Counselors, Inc."
2014,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925032897&partnerID=40&md5=8378117a662c2c013a5fd28b0396a1c7",[No abstract available]
2015,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938994935&doi=10.1007%2fs11113-014-9353-6&partnerID=40&md5=6ed49c581ef6a888d1384780fc07a4ff","While recent national discussions of the Affordable Care Act (ACA) made the introduction of mandated contraceptive coverage within health insurance policies seem like a novel idea, it is not new at all. Since the late 1990s, 29 states have mandated that insurance providers include prescription contraceptive supplies and, in some instances, associated contraceptive services in their coverage. We use state-level policy variation to generate both difference-in-differences and triple difference estimates to determine if women in states with state-level contraception supply or contraception supply and services insurance mandates experienced changes in their utilization of contraception and preventive health care services. We find a positive relationship between these policies and prescription contraception use for those with low educational attainment, but the results are not robust to a variety of specifications. Our results also show an increase in the consumption of preventive health services for women with low educational attainment as a result of these health insurance mandates. We conclude by discussing the implications for the ACA. © 2014, Springer Science+Business Media Dordrecht."
2014,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84918826021&doi=10.1097%2fACM.0000000000000407&partnerID=40&md5=e8278a2f785fd5e56502c85a1a3f421a","There are about 1.8 million young immigrants in the United States who came or were brought to the country without documentation before the age of 16. These youth have been raised and educated in the United States and have aspirations and educational achievements similar to those of their native-born peers. However, their undocumented status has hindered their pursuit of higher education, especially in medical and other graduate health sciences. Under a new discretionary policy, Deferred Action for Childhood Arrivals (DACA), many of these young immigrants are eligible to receive permission to reside and work in the United States. DACA defers deportation of eligible, undocumented youth and grants lawful presence in the United States, work permits, Social Security numbers, and, in most states, driver's licenses. These privileges have diminished the barriers undocumented students traditionally have faced in obtaining higher education, specifically in pursuing medicine. With the advent of DACA, students are slowly matriculating into U.S. medical schools and residencies. However, this applicant pool remains largely untapped. In the face of a physician shortage and the implementation of the Affordable Care Act, an increase in matriculation of qualified undocumented students would be greatly beneficial. This Perspective is intended to begin discussion within the academic medicine community of the implications of DACA in reducing barriers for the selection and matriculation of undocumented medical students and residents. Moreover, this Perspective is a call to peers in the medical community to support undocumented students seeking access to medical school, residency, and other health professions."
