Year,Link,Abstract
2013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891117912&partnerID=40&md5=ff0c2eb2796aa524dd0c7d8554221bb1","The Affordable Care Act (ACA) mandates that employers provide their workforce with health insurance or pay a fee. To reduce unwanted pregnancies and communicable disease, the Act stipulates that this health insurance cover contraceptive drugs and devices without a copayment by the employee. This provision is objected to by several employers in religiousaffiliated institutions on the grounds that it violates their moral teachings. The proper use of the demand curve permits the Principles of Economics instructor to show that in the standard employer/employee exchange of the value of work for compensation, each side in the exchange pays for what the other side is offering. In the case of the ACA mandate, it is the employee, not the employer, who pays for the contraceptives. This holds true both when the employer contracts with a health insurance company; when the employer selfinsures; and even when the employer does not offer insurance as part of the employee compensation but instead pays the fee required under the ACA."
2013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930061323&partnerID=40&md5=54dea97d05be6d16589ddb33654bc341",[No abstract available]
2013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930063960&partnerID=40&md5=beb6677775d800ed91670639dd1c22b1",[No abstract available]
2013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930066450&partnerID=40&md5=4b2758f89f858a75024e328f57c12108",[No abstract available]
2013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930066225&partnerID=40&md5=1d439240301174a8109cec5a0210a1bf",[No abstract available]
2013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890909751&doi=10.1056%2fNEJMp1314861&partnerID=40&md5=2b74d2404b13f2819fa958d3f995a708",[No abstract available]
2013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930061416&partnerID=40&md5=7ca1ddb9b462a568cef7c59311ed7ffb",[No abstract available]
2013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930066095&partnerID=40&md5=77c666faa68643db04b3140fdbfc9459",[No abstract available]
2013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930064876&partnerID=40&md5=06a1a35b67d75ed3451e0ad221e4e4c0",[No abstract available]
2013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890942871&doi=10.1177%2f1062860612470786&partnerID=40&md5=d2d422dac2c85b6ebe22e1057bdba014",[No abstract available]
2013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930074606&partnerID=40&md5=f1376bceb6453d0de786f5eacf2621cd",[No abstract available]
2013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930064204&partnerID=40&md5=277c1cfe452df85c49a1c0224166cfdf",[No abstract available]
2013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890492498&doi=10.1097%2f01.JAA.0000436519.69169.c7&partnerID=40&md5=51cfe28c7e134e683480002feefb1b98","Access to healthcare is derived from a complex mix of personal beliefs, cultural norms, and social structure, combined with available individual and community resources. This article reviews the concept of access to care and its evolution since the 1960s. The difference between potential and realized access and the question of social justice as it relates to access to care also are explored. © 2013 Lippincott Williams & Wilkins. Unauthorized reproduction of this article is prohibited."
2013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893141771&doi=10.1371%2fjournal.pone.0081521&partnerID=40&md5=af73389153f4b387bb12fe7efdefefdb","Tens of millions of people are currently choosing health coverage on a state or federal health insurance exchange as part of the Patient Protection and Affordable Care Act. We examine how well people make these choices, how well they think they do, and what can be done to improve these choices. We conducted 6 experiments asking people to choose the most cost-effective policy using websites modeled on current exchanges. Our results suggest there is significant room for improvement. Without interventions, respondents perform at near chance levels and show a significant bias, overweighting out-of-pocket expenses and deductibles. Financial incentives do not improve performance, and decision-makers do not realize that they are performing poorly. However, performance can be improved quite markedly by providing calculation aids, and by choosing a ""smart"" default. Implementing these psychologically based principles could save purchasers of policies and taxpayers approximately 10 billion dollars every year. © 2013 Johnson et al."
2013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892456631&partnerID=40&md5=e732d5e03d8c7ff7e25b546cde03228f","This interim final rule amends the date by which a qualified individual must select a qualified health plan (QHP) through any Exchange for an effective coverage date of January 1, 2014. This rule generally allows consumers to select a QHP until December 23, 2013, which is a change from the previously stated regulatory date of December 15, 2013, but permits State Exchanges to select a different date. It also establishes a related policy regarding the date by which a consumer needs to pay any applicable initial premium to ensure timely effectuation of coverage. This rule pertains to the individual market and Small Business Health Options Program in both the Federally-facilitated Exchanges and State Exchanges. This rule does not change the plan selection or premium payment dates for coverage offered outside of the Exchanges."
2013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914818665&doi=10.12688%2ff1000research.2-276.v1&partnerID=40&md5=fca69124d015df0a0983e528e7bcf2a7","The author asks for the attention of leaders and all other stakeholders to calls of the World Health Organization (WHO), the Institute of Medicine (IOM), and the UK National Health Service (NHS) to promote continuous learning to reduce harm to patients. This paper presents a concept for structured bottom-up methodology that enables and empowers all stakeholders to identify, prioritize, and address safety challenges. This methodology takes advantage of the memory of the experiences of all persons involved in providing care. It respects and responds to the uniqueness of each setting by empowering and motivating all team members to commit to harm reduction. It is based on previously published work on ""Best Practices Research (BPR) and on ""Systematic Appraisal of Risk and Its Management for Error Reduction (SARAIMER). The latter approach, has been shown by the author (with Agency for Healthcare Research and Quality (AHRQ) support), to reduce adverse events and their severity through empowerment, ownership and work satisfaction. The author puts forward a strategy for leaders to implement, in response to national and international calls for Better health, Better care, and Better value (the 3B's of healthcare) in the US Patient Protection and Affordable Care Act. This is designed to enable and implement "" A promise to learn- a commitment to act. AHRQ has recently published ""A Toolkit for Rapid-Cycle Patient Safety and Quality Improvement that includes an adapted version of SARAIMER. © 2013 Singh R."
2013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890501518&partnerID=40&md5=b942ae652b22707291aa70e89b2b0522",[No abstract available]
