Year,Link,Abstract
2011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84255171463&doi=10.1001%2fjama.2011.1805&partnerID=40&md5=ca8ab601307e0bfcf56971ff53e3a6a8",[No abstract available]
2011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858826038&partnerID=40&md5=76231e3d4b4d3021851ab0cea26f336f",[No abstract available]
2011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858822167&partnerID=40&md5=de90dcc11ee4136c29e206304ec38bc4",[No abstract available]
2011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858809589&partnerID=40&md5=02201a97023dd97b78655bcb26937d04",[No abstract available]
2011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858853366&partnerID=40&md5=bc9e4884a83e3df85419e62fece90e6e",[No abstract available]
2011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855163332&doi=10.1056%2fNEJMp1111863&partnerID=40&md5=fe9062e851acad246c9f3e992e989d82",[No abstract available]
2011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-83455208067&partnerID=40&md5=992b7e83eda23031a695f104ddba32f4","Health insurance expansion expected from the Affordable Care Act is likely to exacerbate the long-standing and critical shortage of rural and primary care physicians over the next decade. Comprehensive medical school rural programs, from which most graduates ultimately enter primary care disciplines and serve rural areas, offer policy makers an interesting potential solution. © 2011 American Academy of Family Physicians."
2011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856016069&partnerID=40&md5=c86b23a7fdd349536177147b0fc5ed73","Pharmacists are playing an increasingly integral role on the healthcare team, helping patients achieve therapeutic outcomes and sharing patient information with physicians and other healthcare providers. A key element in this role is the development of collaborative working relationships (CWRs) among physicians and other prescribers, which is a difficult, but ultimately rewarding process, with the pharmacist taking the lead to drive the establishment of mutual trust and professional respect. This article presents the CWR model, beginning with the baseline stage of professional awareness that represents a typical starting point, and progressing through 4 subsequent stages of increasingly close collaboration: professional recognition, exploration and trial, professional relationship expansion, and commitment to the CWR. The challenges and strategies for success at each stage are discussed, providing a road map for the pharmacist to proactively seek and gradually develop successful, lasting, collaborative relationships with prescribers. Reimbursement strategies for medication therapy management (MTM) and collaborative practice services must be carefully designed to ensure that the extra time and expense of initiating such services is more than offset by their profitability in the long term. Because each state has its own rules covering collaborative practice services, pharmacists must take care to familiarize themselves with the regulations in their own states. The Patient Protection and Affordable Care Act has formally recognized the value of MTM services and specifically identified pharmacists as providers of reimbursable MTM services to targeted beneficiaries."
2011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82955188802&doi=10.1186%2f1479-5868-8-135&partnerID=40&md5=5b0ed4f9aa8dbb7175d90220a9c26d4f","Nutrition labels are one strategy being used to combat the increasing prevalence of overweight and obesity in the United States. The Patient Protection and Affordable Care Act of 2010 mandates that calorie labels be added to menu boards of chain restaurants with 20 or more locations. This systematic review includes seven studies published since the last review on the topic in 2008. Authors searched for peer-reviewed studies using PUBMED and Google Scholar. Included studies used an experimental or quasi-experimental design comparing a calorie-labeled menu with a no-calorie menu and were conducted in laboratories, college cafeterias, and fast food restaurants. Two of the included studies were judged to be of good quality, and five of were judged to be of fair quality. Observational studies conducted in cities after implementation of calorie labeling were imprecise in their measure of the isolated effects of calorie labels. Experimental studies conducted in laboratory settings were difficult to generalize to real world behavior. Only two of the seven studies reported a statistically significant reduction in calories purchased among consumers using calorie-labeled menus. The current evidence suggests that calorie labeling does not have the intended effect of decreasing calorie purchasing or consumption. © 2011 Swartz et al; licensee BioMed Central Ltd."
2011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855210065&partnerID=40&md5=2bfecafd33d725a0c319b3e2a043b1f3","This final rule with comment period revises the regulations implementing medical loss ratio (MLR) requirements for health insurance issuers under the Public Health Service Act in order to address the treatment of ""mini-med"" and expatriate policies under these regulations for years after 2011; modify the way the regulations treat ICD-10 conversion costs; change the rules on deducting community benefit expenditures; and revise the rules governing the distribution of rebates by issuers in group markets."
2011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855248144&partnerID=40&md5=892610d4acfe352bba8f8dbd50a61a1a","This final rule implements Section 10332 of the Affordable Care Act regarding the release and use of standardized extracts of Medicare claims data for qualified entities to measure the performance of providers of services (referred to as providers) and suppliers. This rule explains how entities can become qualified by CMS to receive standardized extracts of claims data under Medicare Parts A, B, and D for the purpose of evaluation of the performance of providers and suppliers. This rule also lays out the criteria qualified entities must follow to protect the privacy of Medicare beneficiaries."
2011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-83055182067&doi=10.1001%2fjama.2011.1789&partnerID=40&md5=306463f82c4f27014f52cbeccf019251",[No abstract available]
2011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855220409&partnerID=40&md5=8501965d03dff46fbd3488e983132ea6","This interim final rule with comment period revises the regulations implementing medical loss ratio (MLR) requirements for health insurance issuers under the Public Health Service Act in order to establish rules governing the distribution of rebates by issuers in group markets for non-Federal governmental plans."
2011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856590416&partnerID=40&md5=8f74ec44bc48b6c64860f20e0a2ac89f",[No abstract available]
2011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855773633&partnerID=40&md5=c272833dc15bcf6af93c2801e7e4a2c8","The Patient Protection and Affordable Care Act (PPACA), as amended by the Health Care and Education Reconciliation Act of 2010, initiated comprehensive health reform for the healthcare sector of the United States. PPACA includes strategies to make the American healthcare sector more efficient and effective. PPACA's comparative effectiveness research initiative and the establishment of the Patient-Centered Outcomes Research Institute are major strategies in this regard. PPACA's comparative effectiveness research initiative is one in a long line of federal initiatives to address the rising costs of healthcare as well as to obtain better value for healthcare expenditures. The key question is whether the governance and design features of the institute that will oversee the initiative will enable it to succeed where other federal efforts have faltered. This Article analyzes the federal government's quest to ensure value for money expended in publically funded healthcare programs and the health sector generally. This Article will also analyze what factors contribute to the possible success or failure of the comparative effectiveness research initiative. Success can be defined as the use of the findings of comparative effectiveness to make medical practice less costly, more efficient and effective, and ultimately, to bend the cost curve."
2011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855701290&doi=10.1215%2f03616878-1460587&partnerID=40&md5=c259ba1e463cd6f9cc0566a6bc7a910c","One year after passage, the Patient Protection and Affordable Care Act (ACA) remains a divisive topic. Most publicly released polls on the law have focused on the views of Americans as a whole. But with much of the responsibility of implementation lying with the states, this essay explores whether opinion differs geographically. The analysis finds that views on the health reform law do differ by region, and these differences are most likely driven by the political leanings of a given area. While opinion nationally differs by age and race, this pattern does not hold when looking by region. Areas that have a larger share of uninsured and are slated to receive greater federal funding under the ACA also do not differ in their opinions. These data suggest that regional variations in attitudes about the ACA are based less on the demographic structure of a region and more on the political ideologies of residents in a given region. As implementation of the law continues, this analysis shows that national opinion data mask important regional variations in views of the ACA. © 2011 by Duke University Press."
2011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953129231&partnerID=40&md5=d80ec07047b6a838a740a2492601ef73",[No abstract available]
2011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650796893&doi=10.1111%2fj.1748-0361.2010.00350.x&partnerID=40&md5=f5c01d0acb8255a2a6cffde8d7c031e1","This article describes a strategy for rural providers, communities, and policy makers to support or establish accountable care organizations (ACOs). Methods: ACOs represent a new health care delivery and provider payment system designed to improve clinical quality and control costs. The Patient Protection and Affordable Care Act (ACA) makes contracts with ACOs a permanent option under Medicare. This article explores ACA implications, using the literature to describe successful integrated health care organizations that will likely become the first ACOs. Previous research studying rural managed care organizations found rural success stories that can inform the ACO discussion. Findings: Preconditions for success as ACOs include enrolling a minimum number of patients to manage financial risk and implementing medical care policies and programs to improve quality. Rural managed care organizations succeeded because of care management experience, nonprofit status, and strong local leadership focused on improving the health of the population served. Conclusions: Rural provider participation in ACOs will require collaboration among rural providers and with larger, often urban, health care systems. Rural providers should strengthen their negotiation capacities by developing rural provider networks, understanding large health system motivations, and adopting best practices in clinical management. Rural communities should generate programs that motivate their populations to achieve and maintain optimum health status. Policy makers should develop rural-relevant ACO-performance measures and provide necessary technical assistance to rural providers and organizations. © 2010 National Rural Health Association."
2011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891978454&partnerID=40&md5=99e0bdfff800916425f7bd5d0cc889d3","In March 2010, President Obama signed into law a comprehensive health reform bill, the Patient Protection and Affordable Care Act (PPACA), and a package of amendments to PPACA, as well as the Health Care and Education Reconciliation Act (HCERA). PPACA includes numerous provisions intended to increase the primary care and public health workforce, promote preventive services and strengthen quality measurement. This new book on PPACA and HCERA focuses on the new law's workforce, public health, health care quality and related provisions. It includes summaries of these provisions, explores some of their implications for health policy and contains an associated timeline. © 2011 by Nova Science Publishers, Inc. All rights reserved."
2011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892114075&partnerID=40&md5=efa9a1030982dd43280f8cb347e167ef","On March 23, President Obama signed health care reform legislation into law-the Patient Protection and Affordable Care Act (PPACA; P.L. 111-148), some provisions of which are amended by the Health Care and Education Reconciliation Act of 2010 (P.L. 111-152). PPACA will, among other things, raise revenues to pay for expanded health insurance coverage by imposing excise taxes and fees on industries in the health care sector, limiting tax-advantaged health accounts, increasing the Medicare payroll tax on upper-income households and adding an additional tax on net investment income on upper-income households. The new law will also eliminate the tax deduction for expenses allocable to the Medicare Part D subsidy to employers. This chapter summarizes the health-related revenue provisions in PPACA. © 2011 by Nova Science Publishers, Inc. All rights reserved."
2011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891981460&partnerID=40&md5=247bb3c859f911d71a7597a4fd0f0623","Under the Patient Protection and Affordable Care Act (P.L. 111-148, PPACA, as amended), a number of provisions directly affect access to health insurance coverage. Hereafter, ""PPACA"" will refer to PPACA, as amended. This chapter provides a description of two of the provisions in PPACA that are targeted toward younger individuals, for plan years beginning six months after date of enactment (i.e., the plan year beginning after September 23, 2010). PPACA does not allow preexisting condition exclusions for children under age 19, and the law also requires plans to continue to make dependent coverage available up to age 26. Under the Patient Protection and Affordable Care Act (P.L. 111-148, PPACA, as amended), a number of provisions directly affect access to health insurance coverage. Most of the insurance reforms in PPACA amend Title XXVII of the Public Health Service Act (PHSA, 42 U.S.C. 300gg et seq.).1 Title XXVII includes requirements on health insurance coverage for both the group and nongroup markets, enforcement applicable to such requirements, relevant definitions, and other provisions. This chapter provides a description of two of the provisions in PPACA that are targeted toward younger individuals, for plan years beginning six months after date of enactment (i.e., the plan year beginning after September 23, 2010).2 PPACA does not allow preexisting condition exclusions for children under age 19, and the law also requires plans to continue to make dependent coverage available under age 26. This chapter includes a description of the law and relevant information about the implementation of these two provisions. © 2011 by Nova Science Publishers, Inc. All rights reserved."
2011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895375732&partnerID=40&md5=49c516c149d5f5c8cc9a57610eb7746d","On March 23, 2010, President Obama signed into law a comprehensive health care reform bill, the Patient Protection and Affordable Care Act (PPACA; P.L. 111-148), which would, among other changes, make statutory changes to the Medicare program. The U.S. House of Representatives also passed an amendment in the nature of a substitute to H.R. 4872, the Health Care and Education Affordability Reconciliation Act of 2010, on March 21, 2010 (referred to hereafter as the Reconciliation bill), which would amend the PPACA. The Reconciliation bill includes two titles. The first title contains provisions related to health care and revenues, including modifications to PPACA's Medicare provisions. The second title includes amendments to the Higher Education Act of 1965, which authorizes most of the federal programs involving postsecondary education. Medicare changes that would be made by the Reconciliation bill, as passed by the House on March 21, 2010, to the PPACA are summarized in this report. Among other changes, the Reconciliation bill would: • phase out the coverage gap under the Medicare prescription drug benefit and close it by 2020; • change the methodology used to determine Medicare Advantage payments, and create an incentive system to reward high quality plans with higher payments; • move up reductions in payments to disproportionate share hospitals to 2014, and reduce the cuts; • revise the adjustments to annual updates for certain providers; • change the qualifying date whereby an existing physician-owned hospital would be exempt from the self-referral prohibition; • change the assumptions used to calculate Medicare reimbursement for advanced imaging services; and • increase funding for the Health Care Fraud Abuse Control program and provide for enhanced oversight of DME suppliers. This report will be updated as legislative activity warrants. © 2011 Nova Science Publishers, Inc. All rights reserved."
